probe_id	gene_id	symbol
36198_at	9804	TOMM20
36199_at	1611	DAP
361_at	607	BCL9
36200_at	10919	EHMT2
36201_at	2739	GLO1
36202_at	5569	PKIA
36203_at	4953	ODC1
36204_at	5792	PTPRF
36205_at	4704	NDUFA9
36206_at	6566	SLC16A1
36207_at	6397	SEC14L1
36208_at	6046	BRD2
36209_at	6046	BRD2
36210_g_at	6046	BRD2
36211_at	599	BCL2L2
36212_at	79621	RNASEH2B
36213_at	9258	MFHAS1
36214_at	9314	KLF4
36215_at	5567	PRKACB
36216_at	8723	SNX4
36217_at	11329	STK38
36218_g_at	11329	STK38
36219_at	10613	ERLIN1
36220_at	23576	DDAH1
36221_at	98	ACYP2
36222_at	80740	LY6G6C
36223_at	6421	SFPQ
36224_g_at	6421	SFPQ
36227_at	3575	IL7R
36228_at	10249	GLYAT
36229_at	23765	IL17RA
36231_at	113791	PIK3IP1
36232_at	2258	FGF13
36233_at	9060	PAPSS2
36235_at	1457	CSNK2A1
36236_at	23468	CBX5
36237_at	9356	SLC22A6
36238_at	4303	FOXO4
36239_at	5450	POU2AF1
36240_at	2889	RAPGEF1
36241_r_at	2538	G6PC
36242_at	6702	SPRR2C
36243_at	7096	TLR1
36244_at	8187	ZNF239
36245_at	3357	HTR2B
36246_at	114	ADCY8
36247_f_at	126	ADH1C
36248_at	51754	TMEM8B
36249_at	253982	ASPHD1
36250_at	253982	ASPHD1
36251_at	127833	SYT2
36252_at	1489	CTF1
36254_at	6863	TAC1
36255_at	140	ADORA3
36256_at	4045	LSAMP
36258_at	5592	PRKG1
36259_at	27099	SND1-IT1
36261_at	51760	SYT17
36262_at	2799	GNS
36263_g_at	2799	GNS
36264_at	4145	MATK
36265_at	23329	TBC1D30
36266_at	10411	RAPGEF3
36267_at	4795	NFKBIL1
36268_at	2846	LPAR4
36269_at	9508	ADAMTS3
36270_at	942	CD86
36271_at	23251	KIAA1024
36272_r_at	5375	PMP2
36273_at	8851	CDK5R1
36274_at	6541	SLC7A1
36275_at	57556	SEMA6A
36276_at	6900	CNTN2
36277_at	916	CD3E
36278_at	4294	MAP3K10
36279_at	23247	KIAA0556
36280_at	3003	GZMK
36281_at	4807	NHLH1
36282_at	730092	RRN3P1
36283_at	1656	DDX6
36284_at	8581	LY6D
36285_at	3761	KCNJ4
36286_at	100506070	RBFADN
36287_at	5294	PIK3CG
36288_at	3887	KRT81
36289_f_at	2528	FUT6
36291_at	147339	C18orf25
36292_at	5029	P2RY2
36293_at	10663	CXCR6
36294_at	6789	STK4
36295_at	7693	ZNF134
36296_at	4049	LTA
36297_at	466	ATF1
36298_at	5630	PRPH
36299_at	796	CALCA
362_at	5590	PRKCZ
36300_at	796	CALCA
36301_at	3640	INSL3
36302_f_at	4103	MAGEA4
36303_f_at	7639	ZNF85
36304_at	732	C8B
36305_at	6531	SLC6A3
36306_at	3786	KCNQ3
36307_at	23237	ARC
36308_at	7545	ZIC1
36309_at	2660	MSTN
36310_at	3881	KRT31
36311_at	5136	PDE1A
36312_at	5271	SERPINB8
36313_at	2123	EVI2A
36314_at	2323	FLT3LG
36315_i_at	23233	EXOC6B
36316_r_at	23233	EXOC6B
36317_at	7464	CORO2A
36318_at	55117	SLC6A15
36319_at	2295	FOXF2
36320_at	23232	TBC1D12
36321_at	64595	TTTY15
36322_at	2529	FUT7
36323_at	2554	GABRA1
36324_at	136	ADORA2B
36325_at	1411	CRYBA1
36326_at	4808	NHLH2
36327_at	3758	KCNJ1
36328_at	6462	SHBG
36329_at	4250	SCGB2A2
36330_at	883	KYAT1
36331_at	7109	TRAPPC10
36332_at	15	AANAT
36333_at	6129	RPL7
36334_at	4063	LY9
36335_at	696	BTN1A1
36336_s_at	22904	SBNO2
36337_at	22904	SBNO2
36338_at	7798	LUZP1
36339_at	169522	KCNV2
36340_at	7586	ZKSCAN1
36342_r_at	3080	CFHR2
36343_at	7093	TLL2
36344_at	2150	F2RL1
36345_g_at	2150	F2RL1
36346_at	5995	RGR
36347_f_at	8341	HIST1H2BN
36348_r_at	8341	HIST1H2BN
36349_at	3759	KCNJ2
36350_at	54491	FAM105A
36351_at	81621	KAZALD1
36352_at	54626	HES2
36353_at	54626	HES2
36354_at	63923	TNN
36355_at	3713	IVL
36356_at	8200	GDF5
36357_at	112479	ERI2
36358_at	6133	RPL9
36359_at	5568	PRKACG
36360_at	51018	RRP15
36361_at	8941	CDK5R2
36362_at	6559	SLC12A3
36363_at	7368	UGT8
36364_at	18	ABAT
36365_at	7225	TRPC6
36366_at	9331	B4GALT6
36369_at	284119	CAVIN1
36370_at	2304	FOXE1
36371_at	4238	MFAP3
36372_at	3101	HK3
36375_at	4956	ODF1
36376_at	5172	SLC26A4
36377_at	8809	IL18R1
36378_at	11045	UPK1A
36379_at	7380	UPK3A
36380_at	26138	LINC00588
36382_at	9182	RASSF9
36383_at	2078	ERG
36384_at	570	BAAT
36385_at	56252	YLPM1
36386_at	5163	PDK1
36388_at	5746	PTH2R
36389_at	56253	CRTAM
36390_at	1240	CMKLR1
36391_at	904	CCNT1
36392_at	7694	ZNF135
36393_at	8193	DPF1
36394_at	4062	LY6H
36397_at	1138	CHRNA5
36398_at	10664	CTCF
363_at	5582	PRKCG
36401_at	22844	FRMPD1
36402_at	94039	ZNF101
36403_s_at	94039	ZNF101
36404_at	2740	GLP1R
36405_s_at	2740	GLP1R
36406_at	26085	KLK13
36407_at	26085	KLK13
36408_at	9389	SLC22A14
36410_f_at	1993	ELAVL2
36411_s_at	1993	ELAVL2
36412_s_at	3665	IRF7
36413_at	27334	P2RY10
36414_s_at	8573	CASK
36415_at	8573	CASK
36416_g_at	8573	CASK
36417_s_at	30	ACAA1
36418_at	4007	PRICKLE3
36420_at	50618	ITSN2
36422_s_at	8646	CHRD
36423_at	26471	NUPR1
36424_at	10529	NEBL
36425_at	10529	NEBL
36426_g_at	10529	NEBL
36427_at	91369	ANKRD40
36429_at	11318	GPR182
36431_at	80349	WDR61
36432_at	64087	MCCC2
36433_at	8001	GLRA3
36434_r_at	8001	GLRA3
36435_at	5494	PPM1A
36436_at	3950	LECT2
36437_s_at	10048	RANBP9
36438_at	100505933	ADD3-AS1
36439_at	9706	ULK2
36440_at	171558	PTCRA
36441_at	3778	KCNMA1
36442_g_at	3778	KCNMA1
36443_at	1770	DNAH9
36444_s_at	6368	CCL23
36445_at	6368	CCL23
36446_s_at	3068	HDGF
36447_at	2219	FCN1
36448_at	10152	ABI2
36449_s_at	5697	PYY
36450_at	5697	PYY
36451_at	91	ACVR1B
36452_at	11346	SYNPO
36453_at	9920	KBTBD11
36454_at	771	CA12
36455_at	1299	COL9A3
36456_at	26009	ZZZ3
36457_at	8833	GMPS
36458_at	22909	FAN1
36459_at	22875	ENPP4
36460_at	9533	POLR1C
36461_at	11018	TMED1
36462_at	10322	SMYD5
36463_at	9529	BAG5
36464_at	10321	CRISP3
36465_at	3663	IRF5
36466_at	1837	DTNA
36467_g_at	1837	DTNA
36468_at	1837	DTNA
36469_at	1837	DTNA
36470_s_at	1837	DTNA
36471_f_at	1837	DTNA
36472_at	9111	NMI
36473_at	10868	USP20
36474_at	23376	UFL1
36475_at	23464	GCAT
36476_at	10902	BRD8
36477_at	7137	TNNI3
36478_at	7270	TTF1
36479_at	2622	GAS8
36480_at	5256	PHKA2
36481_at	5000	ORC4
36482_s_at	489	ATP2A3
36483_at	2591	GALNT3
36484_at	2591	GALNT3
36485_at	6650	CAPN15
36486_at	22990	PCNX1
36487_at	6474	SHOX2
36488_at	1955	MEGF9
36489_at	5631	PRPS1
36490_s_at	5631	PRPS1
36492_at	5715	PSMD9
36493_at	4046	LSP1
36495_at	2203	FBP1
36496_at	3613	IMPA2
36497_at	113146	AHNAK2
36498_at	1174	AP1S1
36499_at	1952	CELSR2
364_s_at	5331	PLCB3
36500_at	50814	NSDHL
36501_at	5494	PPM1A
36502_at	5218	CDK14
36503_at	6366	CCL21
36504_at	10667	FARS2
36505_at	845	CASQ2
36506_at	10142	AKAP9
36507_at	8427	ZNF282
36508_at	2239	GPC4
36509_at	5286	PIK3C2A
36510_at	2963	GTF2F2
36511_at	22908	SACM1L
36512_at	13	AADAC
36513_at	8076	MFAP5
36514_at	10668	CGRRF1
36515_at	10020	GNE
36516_at	25888	ZNF473
36517_at	7307	U2AF1
36518_at	9517	SPTLC2
36519_at	2067	ERCC1
36520_at	23223	RRP12
36521_at	22873	DZIP1
36522_at	23373	CRTC1
36523_at	538	ATP7A
36524_at	50649	ARHGEF4
36525_at	25827	FBXL2
36526_at	2135	EXTL2
36527_at	51634	RBMX2
36528_at	435	ASL
36529_at	79090	TRAPPC6A
36530_g_at	79090	TRAPPC6A
36531_r_at	79090	TRAPPC6A
36532_at	8871	SYNJ2
36533_at	5740	PTGIS
36534_at	85458	DIXDC1
36535_at	4236	MFAP1
36537_at	23370	ARHGEF18
36538_at	23368	PPP1R13B
36539_at	91316	GUSBP11
36540_at	23221	RHOBTB2
36541_at	9093	DNAJA3
36542_at	10479	SLC9A6
36543_at	2152	F3
36544_at	403	ARL3
36545_s_at	9814	SFI1
36546_r_at	9814	SFI1
36547_r_at	9814	SFI1
36548_at	23366	KIAA0895
36549_at	10478	SLC25A17
36550_at	54453	RIN2
36551_at	91298	C12orf29
36552_at	26005	C2CD3
36553_at	8623	ASMTL
36554_at	8623	ASMTL
36555_at	6623	SNCG
36556_at	9912	ARHGAP44
36557_at	782	CACNB1
36558_at	782	CACNB1
36559_g_at	782	CACNB1
36560_at	9911	TMCC2
36561_at	5096	PCCB
36562_at	9811	CTIF
36563_at	53844	COPG2IT1
36564_at	127544	RNF19B
36565_at	7737	RNF113A
36566_at	1497	CTNS
36567_at	57030	SLC17A7
36568_at	57030	SLC17A7
36570_at	793	CALB1
36571_at	7155	TOP2B
36572_r_at	23204	ARL6IP1
36573_at	8554	PIAS1
36574_at	3421	IDH3G
36575_at	5996	RGS1
36576_at	9555	H2AFY
36577_at	10979	FERMT2
36578_at	329	BIRC2
36579_at	9354	UBE4A
36580_at	64795	RMND5A
36581_at	2617	GARS
36582_g_at	2617	GARS
36583_at	6642	SNX1
36584_at	3698	ITIH2
36585_at	378	ARF4
36586_at	9049	AIP
36587_at	1938	EEF2
36588_at	23353	SUN1
36589_at	231	AKR1B1
36590_at	6567	SLC16A2
36591_at	7277	TUBA4A
36592_at	5245	PHB
36593_at	2132	EXT2
36594_s_at	2132	EXT2
36595_s_at	2628	GATM
36596_r_at	2628	GATM
36597_at	9221	NOLC1
36598_s_at	3636	INPPL1
36599_at	4200	ME2
365_at	1538	CYLC1
36600_at	5720	PSME1
36601_at	7414	VCL
36602_at	23203	PMPCA
36603_at	10985	GCN1
36604_at	7334	UBE2N
36605_at	6925	TCF4
36606_at	1363	CPE
36607_at	4668	NAGA
36608_at	4190	MDH1
36609_at	6507	SLC1A3
36610_at	23518	R3HDM1
36611_at	52	ACP1
36612_at	23201	FAM168A
36613_at	7866	IFRD2
36614_at	3309	HSPA5
36615_at	7873	MANF
36616_at	9802	DAZAP2
36617_at	3397	ID1
36618_g_at	3397	ID1
36619_r_at	3397	ID1
36620_at	6647	SOD1
36621_at	197	AHSG
36622_at	2266	FGG
36623_at	249	ALPL
36624_at	3615	IMPDH2
36626_at	3295	HSD17B4
36627_at	8404	SPARCL1
36628_at	10928	RALBP1
36629_at	1831	TSC22D3
36630_at	1831	TSC22D3
36631_at	10935	PRDX3
36632_at	11216	AKAP10
36633_at	11216	AKAP10
36634_at	7832	BTG2
36635_at	23200	ATP11B
36636_at	4942	OAT
36637_at	311	ANXA11
36638_at	1490	CTGF
36639_at	158	ADSL
36640_at	4633	MYL2
36641_at	830	CAPZA2
36644_at	977	CD151
36645_at	5970	RELA
36646_at	5340	PLG
36647_at	55699	IARS2
36648_at	9443	MED7
36649_at	5394	EXOSC10
36650_at	894	CCND2
36651_at	53	ACP2
36652_at	7390	UROS
36653_g_at	7390	UROS
36654_s_at	3181	HNRNPA2B1
36655_at	9414	TJP2
36656_at	948	CD36
36658_at	1718	DHCR24
36659_at	1284	COL4A2
36660_at	8766	RAB11A
36661_s_at	929	CD14
36662_at	58498	MYL7
36663_at	4878	NPPA
36664_at	2592	GALT
36665_at	2271	FH
36666_at	5034	P4HB
36667_at	5834	PYGB
36668_at	1727	CYB5R3
36669_at	2354	FOSB
36670_at	23644	EDC4
36671_at	440	ASNS
36672_at	5547	PRCP
36673_at	4351	MPI
36674_at	6351	CCL4
36675_r_at	5216	PFN1
36676_at	6185	RPN2
36677_at	9276	COPB2
36678_at	8407	TAGLN2
36679_at	6734	SRPRA
36681_at	347	APOD
36682_at	5108	PCM1
36683_at	4256	MGP
36684_at	262	AMD1
36685_at	262	AMD1
36686_at	220	ALDH1A3
36687_at	1349	COX7B
36688_at	6342	SCP2
36689_at	114876	OSBPL1A
36690_at	2908	NR3C1
36691_at	883	KYAT1
36692_at	66036	MTMR9
36693_at	2140	EYA3
36694_at	3790	KCNS3
36695_at	283298	OLFML1
36698_at	320	APBA1
36699_at	1826	DSCAM
366_s_at	4751	NEK2
36700_at	56062	KLHL4
36701_at	10690	FUT9
36702_at	9095	TBX19
36703_at	6370	CCL25
36704_at	11154	AP4S1
36705_at	5565	PRKAB2
36706_at	6792	CDKL5
36707_s_at	6792	CDKL5
36708_at	1368	CPM
36709_at	3687	ITGAX
36710_at	820	CAMP
36711_at	23764	MAFF
36713_at	25893	TRIM58
36714_at	7182	NR2C2
36715_at	148	ADRA1A
36716_at	148	ADRA1A
36717_at	11019	LIAS
36718_s_at	5165	PDK3
36719_r_at	5165	PDK3
36720_at	5165	PDK3
36721_s_at	3172	HNF4A
36722_s_at	3172	HNF4A
36723_at	3172	HNF4A
36724_s_at	1234	CCR5
36725_at	6326	SCN2A
36726_at	5075	PAX1
36728_at	146	ADRA1D
36729_g_at	146	ADRA1D
36730_at	89845	ABCC10
36731_g_at	89845	ABCC10
36732_at	89845	ABCC10
36733_at	126393	HSPB6
36734_at	6703	SPRR2D
36736_f_at	5723	PSPH
36737_at	1413	CRYBA4
36738_at	23639	LRRC6
36739_at	5166	PDK4
36740_at	8448	DOC2A
36741_at	9815	GIT2
36742_at	89870	TRIM15
36743_at	55568	GALNT10
36744_at	6674	SPAG1
36745_at	375057	STUM
36746_s_at	799	CALCR
36748_at	6854	SYN2
36749_at	1359	CPA3
36750_at	23504	RIMBP2
36751_at	8786	RGS11
36752_at	100131510	LOC100131510
36753_at	11006	LILRB4
36754_at	116	ADCYAP1
36755_s_at	3568	IL5RA
36756_at	3568	IL5RA
36758_at	145389	SLC38A6
36759_at	1131	CHRM3
36760_at	7534	YWHAZ
36761_at	58495	OVOL2
36762_at	2566	GABRG2
36763_at	7476	WNT7A
36764_at	10368	CACNG3
36765_at	25876	SPEF1
36766_at	6036	RNASE2
36767_at	1543	CYP1A1
36768_at	4760	NEUROD1
36769_at	5929	RBBP5
36770_at	6773	STAT2
36771_at	1269	CNR2
36772_at	2792	GNGT1
36773_f_at	3119	HLA-DQB1
36774_f_at	5542	PRB1
36775_f_at	5542	PRB1
36776_at	3902	LAG3
36778_at	4935	GPR143
36779_at	2172	FABP6
36780_at	1191	CLU
36781_at	5265	SERPINA1
36783_f_at	51351	ZNF117
36784_at	1444	CSHL1
36785_at	3315	HSPB1
36786_at	4736	RPL10A
36787_at	2623	GATA1
36788_at	2262	GPC5
36789_f_at	10990	LILRB5
36790_at	7168	TPM1
36791_g_at	7168	TPM1
36792_at	7168	TPM1
36793_at	152185	SPICE1
36794_at	58500	ZNF250
36795_at	5660	PSAP
36796_at	6693	SPN
36798_g_at	6693	SPN
36799_at	2535	FZD2
367_at	4752	NEK3
36800_at	4948	OCA2
36801_at	2796	GNRH1
36802_at	945	CD33
36803_at	25786	DGCR11
36804_at	3620	IDO1
36805_s_at	4914	NTRK1
36806_at	55503	TRPV6
36807_at	27112	FAM155B
36808_at	26191	PTPN22
36809_at	1178	CLC
36810_at	57235	KIAA0485
36811_at	4016	LOXL1
36812_at	8412	BCAR3
36813_at	9319	TRIP13
36814_at	84162	KIAA1109
36815_at	119	ADD2
36816_s_at	1080	CFTR
36817_at	1080	CFTR
36818_at	8674	VAMP4
36819_at	4287	ATXN3
36820_r_at	4287	ATXN3
36821_at	221061	FAM171A1
36822_at	8148	TAF15
36823_at	10900	RUNDC3A
36824_at	460	ASTN1
36825_at	10346	TRIM22
36826_at	2962	GTF2F1
36827_at	64746	ACBD3
36828_at	23361	ZNF629
36830_at	4285	MIPEP
36831_at	25778	DSTYK
36832_at	10331	B3GNT3
36833_at	2717	GLA
36834_at	26002	MOXD1
36835_at	5586	PKN2
36836_at	8829	NRP1
36837_at	11004	KIF2C
36838_at	5655	KLK10
36839_at	990	CDC6
36840_at	55735	DNAJC11
36841_at	10005	ACOT8
36842_at	26059	ERC2
36843_at	6494	SIPA1
36844_at	1795	DOCK3
36845_at	23515	MORC3
36846_s_at	51690	LSM7
36847_r_at	51690	LSM7
36848_r_at	51690	LSM7
36849_at	9411	ARHGAP29
36850_at	7991	TUSC3
36851_g_at	7991	TUSC3
36852_at	7991	TUSC3
36853_at	2890	GRIA1
36854_s_at	2890	GRIA1
36855_r_at	2890	GRIA1
36856_at	80301	PLEKHO2
36857_at	5810	RAD1
36858_at	23212	RRS1
36859_at	8382	NME5
36860_at	23211	ZC3H4
36861_at	25878	MXRA5
36862_at	22870	PPP6R1
36863_at	3161	HMMR
36864_at	8504	PEX3
36865_at	23357	ANGEL1
36866_at	56311	ANKRD7
36867_at	23114	NFASC
36868_at	23114	NFASC
36869_at	7849	PAX8
36870_at	23355	VPS8
36871_at	2038	EPB42
36872_at	10776	ARPP19
36873_at	7436	VLDLR
36874_at	1380	CR2
36875_at	25998	IBTK
36876_at	2184	FAH
36877_at	3119	HLA-DQB1
36878_f_at	3119	HLA-DQB1
36879_at	1890	TYMP
36880_at	4835	NQO2
36881_at	2109	ETFB
36882_at	3235	HOXD9
36883_at	3860	KRT13
36884_at	9332	CD163
36885_at	6850	SYK
36888_at	23354	HAUS5
36889_at	2207	FCER1G
36890_at	5493	PPL
36891_at	27349	MCAT
36892_at	3679	ITGA7
36893_at	2230	FDX1
36894_at	23492	CBX7
36895_at	23595	ORC3
36896_s_at	406	ARNTL
36897_at	23209	MLC1
36898_r_at	5558	PRIM2
36899_at	6304	SATB1
368_at	7162	TPBG
36900_at	6786	STIM1
36901_at	7110	TMF1
36902_at	391	RHOG
36903_at	114088	TRIM9
36904_at	547	KIF1A
36905_at	6885	MAP3K7
36906_at	1268	CNR1
36907_at	4598	MVK
36908_at	4360	MRC1
36909_at	7465	WEE1
36910_at	6416	MAP2K4
36911_at	7306	TYRP1
36912_at	8208	CHAF1B
36913_at	7884	SLBP
36914_at	1519	CTSO
36915_at	1519	CTSO
36916_at	6484	ST3GAL4
36917_at	3908	LAMA2
36918_at	2982	GUCY1A3
36919_r_at	2357	FPR1
36920_at	4534	MTM1
36921_at	6990	DYNLT3
36922_at	6241	RRM2
36923_at	2356	FPGS
36924_r_at	7857	SCG2
36925_at	3306	HSPA2
36926_at	5597	MAPK6
36927_at	10964	IFI44L
36928_at	7705	ZNF146
36929_at	3914	LAMB3
36930_at	29889	GNL2
36931_at	6876	TAGLN
36932_at	2976	GTF3C2
36933_at	10397	NDRG1
36934_at	51526	OSER1
36935_at	5921	RASA1
36936_at	7264	TSTA3
36937_s_at	9124	PDLIM1
36938_at	427	ASAH1
36939_at	2823	GPM6A
36941_at	10962	MLLT11
36942_at	9798	IST1
36943_r_at	5325	PLAGL1
36944_f_at	5325	PLAGL1
36945_at	10961	ERP29
36946_at	1859	DYRK1A
36947_s_at	1859	DYRK1A
36948_at	23741	EID1
36949_at	1453	CSNK1D
36950_at	54732	TMED9
36951_at	740	MRPL49
36952_at	3030	HADHA
36953_at	4089	SMAD4
36954_at	9797	TATDN2
36955_at	10960	LMAN2
36956_at	6575	SLC20A2
36957_at	23613	ZMYND8
36958_at	7791	ZYX
36959_at	6051	RNPEP
36960_at	1912	PHC2
36961_at	25875	LETMD1
36962_at	1314	COPA
36963_at	5226	PGD
36964_at	8720	MBTPS1
36965_at	288	ANK3
36967_g_at	288	ANK3
36968_s_at	11340	EXOSC8
36970_at	23199	GSE1
36971_at	23505	TMEM131
36972_at	10959	TMED2
36973_at	10992	SF3B2
36974_at	9491	PSMF1
36975_at	51669	SARAF
36976_at	1009	CDH11
36977_at	8775	NAPA
36978_at	23198	PSME4
36979_at	6515	SLC2A3
36980_at	10957	PNRC1
36981_at	6726	SRP9
36982_at	9097	USP14
36983_f_at	3240	HP
36984_f_at	3240	HP
36985_at	3422	IDI1
36986_at	11313	LYPLA2
36987_at	84823	LMNB2
36988_at	7126	TNFAIP1
36989_at	1605	DAG1
36990_at	7345	UCHL1
36991_at	6429	SRSF4
36992_at	7295	TXN
36993_at	5159	PDGFRB
36994_at	527	ATP6V0C
36995_at	259	AMBP
36996_at	10956	OS9
36997_at	203	AK1
36998_s_at	6311	ATXN2
36999_at	5927	KDM5A
369_s_at	7328	UBE2H
37000_at	25874	MPC2
37001_at	824	CAPN2
37002_at	645	BLVRB
37003_at	967	CD63
37004_at	6439	SFTPB
37006_at	3512	JCHAIN
37007_at	10955	SERINC3
37008_r_at	5104	SERPINA5
37009_at	847	CAT
37010_at	2958	GTF2A2
37011_at	199	AIF1
37012_at	832	CAPZB
37013_at	1636	ACE
37014_at	4599	MX1
37015_at	216	ALDH1A1
37016_at	1892	ECHS1
37017_at	5320	PLA2G2A
37018_at	3006	HIST1H1C
37019_at	2244	FGB
37020_at	1401	CRP
37021_at	1512	CTSH
37022_at	5549	PRELP
37023_at	3936	LCP1
37024_at	9516	LITAF
37025_at	9516	LITAF
37026_at	1316	KLF6
37027_at	79026	AHNAK
37028_at	23645	PPP1R15A
37029_at	539	ATP5O
37030_at	23197	FAF2
37031_at	23196	FAM120A
37032_at	4837	NNMT
37033_s_at	2876	GPX1
37034_at	8125	ANP32A
37035_at	27230	SERP1
37036_at	23195	MDN1
37037_at	5033	P4HA1
37038_at	5825	ABCD3
37039_at	3122	HLA-DRA
37040_at	23193	GANAB
37041_at	23192	ATG4B
37042_at	8692	HYAL2
37043_at	3399	ID3
37045_at	399979	SNX19
37046_at	5686	PSMA5
37047_at	4864	NPC1
37048_at	10953	TOMM34
37049_g_at	10953	TOMM34
37050_r_at	10953	TOMM34
37051_at	3782	KCNN3
37052_at	1608	DGKG
37053_at	491	ATP2B2
37055_at	2115	ETV1
37056_at	7006	TEC
37057_s_at	7187	TRAF3
37058_at	7363	UGT2B4
37059_at	2646	GCKR
37061_at	1118	CHIT1
37062_at	2555	GABRA2
37063_r_at	27012	KCNV1
37064_at	100272228	LINC00894
37066_at	5657	PRTN3
37067_at	728215	FAM155A
37068_at	7941	PLA2G7
37069_at	26220	DGCR5
37070_at	4359	MPZ
37071_at	1258	CNGB1
37072_at	1258	CNGB1
37073_at	2138	EYA1
37074_at	6641	SNTB1
37075_at	6641	SNTB1
37076_at	6517	SLC2A4
37077_at	5313	PKLR
37078_at	919	CD247
37079_at	11049	NUS1P3
37081_at	56171	DNAH7
37082_at	9753	ZSCAN12
37083_s_at	9753	ZSCAN12
37084_at	57151	LYZL6
37085_g_at	57151	LYZL6
37086_at	57151	LYZL6
37087_at	8852	AKAP4
37088_at	6795	AURKC
37089_at	1587	ADAM3A
37090_at	1587	ADAM3A
37091_g_at	1587	ADAM3A
37092_at	9752	PCDHA9
37093_at	8909	ENDOU
37094_at	7517	XRCC3
37095_r_at	2358	FPR2
37096_at	1991	ELANE
37097_at	6568	SLC17A1
37098_at	5498	PPOX
37099_at	241	ALOX5AP
370_at	11329	STK38
37100_at	752	FMNL1
37101_at	25855	BRMS1
37102_at	25855	BRMS1
37103_at	146227	BEAN1
37104_at	5468	PPARG
37105_at	1511	CTSG
37106_at	6940	ZNF354A
37107_at	8493	PPM1D
37108_at	1452	CSNK1A1
37109_at	8858	PROZ
37110_at	5209	PFKFB3
37111_g_at	5209	PFKFB3
37112_at	9750	RIPOR2
37113_at	9392	TGFBRAP1
37114_at	463	ZFHX3
37115_at	23613	ZMYND8
37116_at	23613	ZMYND8
37118_at	10740	RFPL1S
37119_at	8674	VAMP4
37120_at	8277	TKTL1
37121_at	4818	NKG7
37122_at	5346	PLIN1
37123_at	50853	VILL
37126_at	6737	TRIM21
37127_at	22861	NLRP1
37128_at	30837	SOCS7
37129_at	8620	NPFF
37130_g_at	8620	NPFF
37131_at	11202	KLK8
37132_at	27130	INVS
37133_at	26576	SRPK3
37134_f_at	2902	GRIN1
37135_f_at	2902	GRIN1
37136_at	10603	SH2B2
37137_at	3002	GZMB
37138_at	23132	RAD54L2
37139_at	1896	EDA
37140_s_at	1896	EDA
37141_at	3169	FOXA1
37142_at	2674	GFRA1
37143_s_at	5198	PFAS
37144_at	51588	PIAS4
37145_at	10578	GNLY
37146_at	23130	ATG2A
37147_at	6320	CLEC11A
37148_at	11025	LILRB3
37149_s_at	4057	LTF
37150_at	27252	KLHL20
37151_at	23254	KAZN
37152_at	5467	PPARD
37153_at	261734	NPHP4
37154_at	27253	PCDH17
37155_at	26047	CNTNAP2
37156_at	2115	ETV1
37157_at	794	CALB2
37158_at	201191	SAMD14
37159_at	27245	AHDC1
37160_at	6699	SPRR1B
37161_at	26156	RSL1D1
37162_at	8030	CCDC6
37163_at	25841	ABTB2
37164_at	6007	RHD
37166_at	23498	HAAO
37167_at	6314	ATXN7
37168_at	27074	LAMP3
37169_at	9745	ZNF536
37170_at	55589	BMP2K
37171_at	9493	KIF23
37172_at	1361	CPB2
37173_at	1062	CENPE
37174_at	9801	MRPL19
37175_at	462	SERPINC1
37176_at	3373	HYAL1
37177_at	965	CD58
37178_at	91137	SLC25A46
37179_at	4778	NFE2
37180_at	5336	PLCG2
37181_at	4358	MPV17
37182_at	6855	SYP
37183_at	2571	GAD1
37184_at	6804	STX1A
37185_at	5055	SERPINB2
37186_s_at	26	AOC1
37187_at	2920	CXCL2
37188_at	5106	PCK2
37189_at	5372	PMM1
37190_at	8936	WASF1
37191_at	9796	PHYHIP
37192_at	2039	DMTN
37194_at	2624	GATA2
37195_at	1583	CYP11A1
37196_at	1003	CDH5
37197_s_at	51626	DYNC2LI1
37198_r_at	51626	DYNC2LI1
37199_at	51626	DYNC2LI1
371_at	3661	IRF3
37201_at	3700	ITIH4
37202_at	2147	F2
37204_at	3699	ITIH3
37205_at	23194	FBXL7
37206_at	130	ADH6
37207_at	6906	SERPINA7
37208_at	8781	PSPHP1
37210_at	9118	INA
37211_at	622	BDH1
37212_at	6668	SP2
37213_at	1774	DNASE1L1
37214_g_at	1774	DNASE1L1
37215_at	5836	PYGL
37216_at	22904	SBNO2
37217_at	3050	HBZ
37218_at	10950	BTG3
37219_at	4283	CXCL9
37221_at	5577	PRKAR2B
37222_at	2952	GSTT1
37223_at	6443	SGCB
37224_at	1352	COX10
37225_at	23189	KANK1
37226_at	662	BNIP1
37227_at	317	APAF1
37228_at	5347	PLK1
37229_at	545	ATR
37230_at	9903	KLHL21
37231_at	9787	DLGAP5
37232_at	9786	KIAA0586
37233_at	4973	OLR1
37234_at	3827	KNG1
37235_g_at	3827	KNG1
37236_at	3827	KNG1
37237_at	10947	AP3M2
37238_s_at	9088	PKMYT1
37239_r_at	9088	PKMYT1
37240_at	23438	HARS2
37241_at	10687	PNMA2
37242_at	79068	FTO
37243_at	2983	GUCY1B3
37244_at	7347	UCHL3
37245_at	2551	GABPA
37246_at	65057	ACD
37247_at	6943	TCF21
37249_at	8622	PDE8B
37251_s_at	2824	GPM6B
37252_at	6618	SNAPC2
37253_at	8395	PIP5K1B
37254_at	7692	ZNF133
37255_at	8509	NDST2
37256_at	58497	PRUNE1
37257_at	58497	PRUNE1
